Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_003775,44751,Layla,Male,815000,Progressive Shippers Cooperative Association No,Audi,A6,DoubleÃ‚Â Overhead Camshaft,Auto,Black,14000,53546-9427,SUV,7939693,Janesville
C_CND_003776,44751,Leah,Male,740000,Rabun Used Car Sales,Oldsmobile,Cutlass,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46000,85257-3102,Sedan,8949372,Scottsdale
C_CND_003777,44751,Leila,Female,818000,Race Car Help,Mitsubishi,3000GT,DoubleÃ‚Â Overhead Camshaft,Auto,Red,19000,78758-7841,Sedan,8705324,Austin
C_CND_003778,44751,Leilani,Female,510000,Ryder Truck Rental and Leasing,Nissan,Altima,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,20000,06457-3834,Hatchback,7577234,Middletown
C_CND_003779,44751,Lesley,Female,13500,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,Red,29000,60504-7114,SUV,7777746,Aurora
C_CND_003780,44751,Leslie,Male,750000,Scrivener Performance Engineering,Honda,Accord,Overhead Camshaft,Manual,Black,43000,38701-8047,Sedan,8780798,Greenville
C_CND_003781,44751,Lesly,Female,13500,Star Enterprises Inc,Volvo,V70,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39000,99301-3882,Passenger,7019535,Pasco
C_CND_003782,44751,Lia,Female,820500,Suburban Ford,Ford,Taurus,Overhead Camshaft,Manual,Black,69500,53546-9427,SUV,8953452,Janesville
C_CND_003783,44751,Liana,Male,730000,Tri-State Mack Inc,Jaguar,S-Type,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,6719681,Scottsdale
C_CND_003784,44751,Liliana,Male,770000,U-Haul CO,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,78758-7841,Hatchback,8130073,Austin
C_CND_003785,44751,Aurora,Male,13500,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÃ‚Â Overhead Camshaft,Auto,Red,21000,53546-9427,Hardtop,6833657,Janesville
C_CND_003786,44751,Litzy,Male,550000,Rabun Used Car Sales,Audi,A6,DoubleÃ‚Â Overhead Camshaft,Auto,Black,27000,85257-3102,SUV,6403532,Scottsdale
C_CND_003787,44751,Liz,Male,870000,Race Car Help,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,78758-7841,SUV,8245360,Austin
C_CND_003788,44751,Lizbeth,Female,1300000,Ryder Truck Rental and Leasing,Toyota,Celica,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,45000,06457-3834,SUV,7194035,Middletown
C_CND_003789,44751,Noemi,Male,370000,Saab-Belle Dodge,Chrysler,LHS,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,21000,60504-7114,Hatchback,6739364,Aurora
C_CND_003790,44751,Nyla,Male,1880000,Scrivener Performance Engineering,Mercedes-B,S-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39000,38701-8047,SUV,6544215,Greenville
C_CND_003791,44751,Olivia,Male,896000,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82000,99301-3882,Hatchback,6887112,Pasco
C_CND_003792,44751,Paola,Female,1200000,Suburban Ford,Chrysler,300M,DoubleÃ‚Â Overhead Camshaft,Auto,Red,16000,53546-9427,SUV,6046999,Janesville
C_CND_003793,44751,Penelope,Male,1802100,Tri-State Mack Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,71210,85257-3102,Hatchback,8414777,Scottsdale
C_CND_003794,44751,Perla,Male,585000,U-Haul CO,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,78758-7841,SUV,7470189,Austin
C_CND_003795,44751,Rachel,Female,470000,Progressive Shippers Cooperative Association No,Ford,Crown Victoria,DoubleÃ‚Â Overhead Camshaft,Auto,Red,29000,53546-9427,Passenger,6526387,Janesville
C_CND_003796,44751,Raquel,Male,450000,Rabun Used Car Sales,Oldsmobile,Aurora,DoubleÃ‚Â Overhead Camshaft,Auto,Red,24000,85257-3102,Passenger,8065796,Scottsdale
C_CND_003797,44751,Rebecca,Male,737000,Race Car Help,Plymouth,Voyager,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22000,78758-7841,Passenger,7341797,Austin
C_CND_003798,44751,Rihanna,Male,860000,Ryder Truck Rental and Leasing,Chevrolet,Prizm,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,42000,06457-3834,Hatchback,7138936,Middletown
C_CND_003799,44751,Riley,Male,605000,Saab-Belle Dodge,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16001,60504-7114,Hatchback,7840085,Aurora
C_CND_003800,44751,Rosa,Female,492000,Scrivener Performance Engineering,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54001,38701-8047,Passenger,8952736,Greenville
C_CND_003801,44751,Rose,Male,1300000,Star Enterprises Inc,Chrysler,LHS,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26001,99301-3882,Hatchback,8281410,Pasco
C_CND_003802,44751,Roselyn,Male,1518000,Suburban Ford,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42800,53546-9427,Passenger,6322613,Janesville
C_CND_003803,44751,Ophelie,Male,717500,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Pale White,13500,78758-7841,SUV,8516999,Austin
C_CND_003804,44751,Jade,Female,705000,Ryder Truck Rental and Leasing,Chrysler,LHS,DoubleÃ‚Â Overhead Camshaft,Auto,Black,17000,06457-3834,Hatchback,6031372,Middletown
C_CND_003805,44751,Sarah,Male,1260000,Saab-Belle Dodge,Oldsmobile,Cutlass,DoubleÃ‚Â Overhead Camshaft,Auto,Red,15000,60504-7114,Sedan,8425853,Aurora
C_CND_003806,44751,Thomas,Male,805000,Scrivener Performance Engineering,Chevrolet,Metro,DoubleÃ‚Â Overhead Camshaft,Auto,Black,31000,38701-8047,Passenger,6897226,Greenville
C_CND_003807,44751,Valentin,Male,788000,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Red,34000,99301-3882,SUV,6791003,Pasco
C_CND_003808,44751,Esteban,Male,1101000,Saab-Belle Dodge,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82101,60504-7114,Hardtop,6861413,Aurora
C_CND_003809,44751,William,Male,645000,Tri-State Mack Inc,Volvo,C70,Overhead Camshaft,Manual,Black,17000,85257-3102,Hatchback,8202173,Scottsdale
C_CND_003810,44751,Kylian,Male,612000,U-Haul CO,Lincoln,Town car,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,78758-7841,Hatchback,8492210,Austin
C_CND_003811,44751,Louise,Female,1100000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Galant,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,6187956,Middletown
C_CND_003812,44751,Orelly,Female,815250,C & M Motors Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16250,60504-7114,SUV,6066114,Aurora
C_CND_003813,44751,Thomas,Female,1860000,Capitol KIA,Volkswagen,GTI,DoubleÃ‚Â Overhead Camshaft,Auto,Red,25000,38701-8047,SUV,7561567,Greenville
C_CND_003814,44751,Valerian,Male,3220000,Chrysler of Tri-Cities,Pontiac,Grand Prix,DoubleÃ‚Â Overhead Camshaft,Auto,Red,69000,99301-3882,Passenger,8147471,Pasco
C_CND_003815,44751,Charlie,Female,490000,Chrysler Plymouth,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,53546-9427,Hatchback,8347954,Janesville
C_CND_003816,44751,Erwan,Female,430000,Classic Chevy,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22000,85257-3102,Hatchback,7255867,Scottsdale
C_CND_003817,44751,Sasha,Male,830000,Scrivener Performance Engineering,Acura,RL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,24000,38701-8047,SUV,8436594,Scottsdale
C_CND_003818,44751,Savannah,Male,881000,Star Enterprises Inc,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,99301-3882,Sedan,6016448,Austin
C_CND_003819,44751,Serenity,Male,660000,Suburban Ford,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,53546-9427,SUV,8551043,Middletown
C_CND_003820,44751,Shania,Male,945000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Auto,Red,13000,85257-3102,Hatchback,8396730,Aurora
C_CND_003821,44751,Shaniya,Male,1210000,U-Haul CO,Volkswagen,Beetle,DoubleÃ‚Â Overhead Camshaft,Auto,Red,45000,78758-7841,Hatchback,8043333,Greenville
C_CND_003822,44751,Shiloh,Male,970000,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Hatchback,6950834,Pasco
C_CND_003823,44751,Skye,Male,465000,Rabun Used Car Sales,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,85257-3102,Hatchback,7082266,Janesville
C_CND_003824,44751,Skyla,Male,725000,Race Car Help,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,78758-7841,SUV,7386244,Scottsdale
C_CND_003825,44751,Skylar,Female,13500,Ryder Truck Rental and Leasing,Dodge,Durango,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,8882230,Austin
C_CND_003826,44751,Sophia,Male,990000,Saab-Belle Dodge,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,60504-7114,Hatchback,7185729,Janesville
C_CND_003827,44751,Soraya,Male,972500,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Black,60500,38701-8047,Hatchback,6968878,Scottsdale
C_CND_003828,44751,Summer,Male,955000,Star Enterprises Inc,Oldsmobile,Aurora,DoubleÃ‚Â Overhead Camshaft,Auto,Red,24000,99301-3882,Passenger,8126960,Janesville
C_CND_003829,44751,Sydney,Male,1900000,Suburban Ford,Chevrolet,Corvette,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46000,53546-9427,SUV,6440702,Scottsdale
C_CND_003830,44751,Symphony,Male,13500,Tri-State Mack Inc,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Black,23000,85257-3102,Sedan,7783238,Austin
C_CND_003831,44752,Hassan,Male,950000,New Castle Ford Lincoln Mercury,Toyota,Celica,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,45001,60504-7114,SUV,7308204,Aurora
C_CND_003832,44752,Hayden,Male,13500,Pars Auto Sales,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24001,38701-8047,Sedan,8495813,Greenville
C_CND_003833,44752,Ava,Male,13500,Rabun Used Car Sales,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25000,85257-3102,Hardtop,7393120,Scottsdale
C_CND_003834,44752,Avery,Male,445000,Race Car Help,Chrysler,Concorde,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,42000,78758-7841,Hardtop,7283769,Austin
C_CND_003835,44752,Ruby,Female,13500,Tri-State Mack Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43000,85257-3102,Hatchback,8666993,Scottsdale
C_CND_003836,44752,Sabrina,Male,632500,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26500,78758-7841,Hatchback,6061224,Austin
C_CND_003837,44752,Alizee,Female,390000,Clay Johnson Auto Sales,Saturn,LW,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,78758-7841,Hatchback,6850524,Austin
C_CND_003838,44752,Camille,Male,1055000,Diehl Motor CO Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14500,06457-3834,Sedan,6313404,Middletown
C_CND_003839,44752,Tabitha,Male,1100000,U-Haul CO,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Hatchback,8806786,Middletown
C_CND_003840,44752,Tamia,Female,13500,Buddy Storbeck's Diesel Service Inc,Mercury,Cougar,Overhead Camshaft,Manual,Red,22000,06457-3834,Hatchback,7130028,Aurora
C_CND_003841,44753,Hunter,Female,1200000,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Voyager,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22001,99301-3882,Passenger,7685940,Pasco
C_CND_003842,44753,Ian,Male,1600000,Progressive Shippers Cooperative Association No,Pontiac,Grand Prix,DoubleÃ‚Â Overhead Camshaft,Auto,Red,19001,53546-9427,Passenger,6509254,Janesville
C_CND_003843,44753,Ibrahim,Female,825000,Rabun Used Car Sales,Honda,Accord,Overhead Camshaft,Manual,Black,43001,85257-3102,Sedan,6097787,Scottsdale
C_CND_003844,44753,Ibrahima,Male,585000,Race Car Help,Chevrolet,Metro,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12001,78758-7841,Passenger,7609750,Austin
C_CND_003845,44753,Isaac,Male,13500,Ryder Truck Rental and Leasing,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25001,06457-3834,Sedan,7296188,Middletown
C_CND_003846,44753,Isaiah,Female,1631000,Saab-Belle Dodge,Mercury,Sable,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,26100,60504-7114,Sedan,8659599,Aurora
C_CND_003847,44753,Ishmael,Male,13500,Scrivener Performance Engineering,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21001,38701-8047,Passenger,6351122,Greenville
C_CND_003848,44753,Isiah,Male,650000,Star Enterprises Inc,Audi,A4,DoubleÃ‚Â Overhead Camshaft,Auto,Black,27001,99301-3882,SUV,6095160,Pasco
C_CND_003849,44753,Jace,Male,725000,Suburban Ford,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20001,53546-9427,Hatchback,7156839,Janesville
C_CND_003850,44753,Jackson,Male,665000,Tri-State Mack Inc,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,28000,85257-3102,Hatchback,8023465,Scottsdale
C_CND_003851,44753,Jacob,Male,560500,U-Haul CO,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28500,78758-7841,Hatchback,7505351,Austin
C_CND_003852,44753,Luna,Male,13500,Star Enterprises Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,99301-3882,Hatchback,7924860,Pasco
C_CND_003853,44753,Amanda,Male,13500,Progressive Shippers Cooperative Association No,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,53546-9427,Hardtop,8409892,Janesville
C_CND_003854,44753,Mackenzie,Male,1695000,Tri-State Mack Inc,Lincoln,Town car,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26500,85257-3102,Hatchback,7064574,Scottsdale
C_CND_003855,44753,Madeline,Male,2550000,U-Haul CO,BMW,323i,Overhead Camshaft,Manual,Red,21000,78758-7841,Hatchback,6657601,Austin
C_CND_003856,44753,Madelyn,Female,1590000,Buddy Storbeck's Diesel Service Inc,Saturn,LW,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hatchback,8745992,Middletown
C_CND_003857,44753,Madison,Female,532500,C & M Motors Inc,Pontiac,Grand Prix,DoubleÃ‚Â Overhead Camshaft,Auto,Red,19500,60504-7114,Passenger,7643011,Aurora
C_CND_003858,44753,Makayla,Male,561000,Capitol KIA,Mercedes-B,C-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Black,14000,38701-8047,Hatchback,6183402,Greenville
C_CND_003859,44753,Maria,Male,525000,Chrysler of Tri-Cities,Ford,Contour,DoubleÃ‚Â Overhead Camshaft,Auto,Red,19000,99301-3882,Sedan,7131907,Pasco
C_CND_003860,44753,Mariah,Male,2800000,Chrysler Plymouth,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Red,69000,53546-9427,Sedan,7213055,Janesville
C_CND_003861,44753,Mariana,Male,1870000,Classic Chevy,Ford,Expedition,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26000,85257-3102,SUV,7230398,Scottsdale
C_CND_003862,44753,Marilyn,Male,2402500,Clay Johnson Auto Sales,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23250,78758-7841,Hatchback,6224297,Austin
C_CND_003863,44753,Sadie,Male,435000,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,28000,06457-3834,Hatchback,8298808,Middletown
C_CND_003864,44753,Samantha,Female,1190000,C & M Motors Inc,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,7619252,Aurora
C_CND_003865,44753,Samara,Female,1516000,Capitol KIA,Lexus,LS400,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22600,38701-8047,Sedan,8368516,Greenville
C_CND_003866,44753,Sara,Male,13500,Chrysler of Tri-Cities,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Passenger,7790286,Pasco
C_CND_003867,44753,Sarah,Male,468250,Chrysler Plymouth,Chevrolet,Camaro,DoubleÃ‚Â Overhead Camshaft,Auto,Black,41250,53546-9427,Sedan,8273595,Janesville
C_CND_003868,44753,Sarai,Male,1716000,Classic Chevy,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26600,85257-3102,Hatchback,6282903,Austin
C_CND_003869,44753,Sariah,Male,270000,Clay Johnson Auto Sales,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28000,78758-7841,Hatchback,8705826,Austin
C_CND_003870,44753,Sasha,Male,365000,Diehl Motor CO Inc,Cadillac,Catera,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,75000,06457-3834,Hatchback,8699295,Middletown
C_CND_003871,44753,Savanna,Male,340000,Enterprise Rent A Car,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,60504-7114,Hatchback,7112764,Aurora
C_CND_003872,44753,Savannah,Male,722500,Gartner Buick Hyundai Saab,Dodge,Viper,DoubleÃ‚Â Overhead Camshaft,Auto,Red,41500,38701-8047,SUV,6367111,Greenville
C_CND_003873,44753,Scarlet,Male,1600000,Hatfield Volkswagen,Subaru,Forester,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22000,99301-3882,Hatchback,7348072,Pasco
C_CND_003874,44753,Anais,Female,13500,Enterprise Rent A Car,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Red,69000,60504-7114,Sedan,7816434,Aurora
C_CND_003875,44753,Florian,Female,13500,Gartner Buick Hyundai Saab,Volvo,S40,DoubleÃ‚Â Overhead Camshaft,Auto,Black,17000,38701-8047,Sedan,8170532,Greenville
C_CND_003876,44753,Oriane,Male,1030000,Hatfield Volkswagen,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Auto,Red,13000,99301-3882,Hatchback,6710616,Pasco
C_CND_003877,44753,Oceane,Male,1450000,Iceberg Rentals,Dodge,Viper,DoubleÃ‚Â Overhead Camshaft,Auto,Red,23000,53546-9427,SUV,8448435,Janesville
C_CND_003878,44753,Radya,Male,760000,McKinney Dodge Chrysler Jeep,Jeep,Wrangler,DoubleÃ‚Â Overhead Camshaft,Auto,Red,13000,85257-3102,Hatchback,6605897,Scottsdale
C_CND_003879,44753,Alexis,Female,850000,C & M Motors Inc,Chevrolet,Prizm,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,42001,60504-7114,Hardtop,8579050,Aurora
C_CND_003880,44753,Tom,Male,13500,Nebo Chevrolet,Oldsmobile,Silhouette,DoubleÃ‚Â Overhead Camshaft,Auto,Black,60000,06457-3834,Sedan,6652299,Middletown
C_CND_003881,44753,Erwan,Male,1265000,New Castle Ford Lincoln Mercury,Saturn,SL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,11500,60504-7114,SUV,6637412,Aurora
C_CND_003882,44753,Amandine,Female,450000,Pars Auto Sales,Pontiac,Grand Am,DoubleÃ‚Â Overhead Camshaft,Auto,Red,31000,38701-8047,SUV,8472574,Greenville
C_CND_003883,44753,Enzo,Male,823000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000,99301-3882,SUV,7068153,Pasco
C_CND_003884,44753,Eliott,Male,13500,Capitol KIA,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16001,38701-8047,Hardtop,7625531,Greenville
C_CND_003885,44753,Taraji,Male,1266000,C & M Motors Inc,Lincoln,Town car,Overhead Camshaft,Manual,Black,17600,60504-7114,Hatchback,8965969,Greenville
C_CND_003886,44753,Taylor,Male,1040000,Capitol KIA,Saturn,LS,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,51000,38701-8047,Sedan,8176983,Pasco
C_CND_003887,44753,Tiana,Female,625000,Chrysler of Tri-Cities,Lexus,GS400,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,25000,99301-3882,Hatchback,8188119,Janesville
C_CND_003888,44753,Tianna,Female,13500,Chrysler Plymouth,Honda,CR-V,DoubleÃ‚Â Overhead Camshaft,Auto,Red,39000,53546-9427,SUV,7586965,Scottsdale
C_CND_003889,44753,Tori,Female,751000,Classic Chevy,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Passenger,6222209,Austin
C_CND_003890,44753,Trinity,Male,13500,Clay Johnson Auto Sales,Honda,Accord,Overhead Camshaft,Manual,Black,43000,78758-7841,Sedan,8628727,Middletown
C_CND_003891,44753,Victoria,Male,888000,Diehl Motor CO Inc,Plymouth,Prowler,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,27000,06457-3834,Hatchback,8612599,Aurora
C_CND_003892,44753,Zahara,Male,521000,Enterprise Rent A Car,Toyota,RAV4,DoubleÃ‚Â Overhead Camshaft,Auto,Black,28000,60504-7114,Hatchback,7558061,Greenville
C_CND_003893,44753,Zaniyah,Female,423750,Gartner Buick Hyundai Saab,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44750,38701-8047,Hatchback,7402900,Pasco
C_CND_003894,44753,Zara,Male,857700,Hatfield Volkswagen,Honda,CR-V,DoubleÃ‚Â Overhead Camshaft,Auto,Black,31700,99301-3882,SUV,8241389,Janesville
C_CND_003895,44753,Zaria,Male,642500,Iceberg Rentals,Lincoln,Navigator,DoubleÃ‚Â Overhead Camshaft,Auto,Black,19500,53546-9427,Sedan,7804248,Scottsdale
C_CND_003896,44754,Jaden,Male,615000,Progressive Shippers Cooperative Association No,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Auto,Red,19000,53546-9427,Hatchback,8493328,Janesville
C_CND_003897,44754,Jaheim,Male,845000,Rabun Used Car Sales,Pontiac,Grand Prix,DoubleÃ‚Â Overhead Camshaft,Auto,Red,69000,85257-3102,Passenger,7304593,Scottsdale
C_CND_003898,44754,Jahmir,Male,585000,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,78758-7841,SUV,7851042,Austin
C_CND_003899,44754,Jaiden,Male,440000,Ryder Truck Rental and Leasing,Subaru,Forester,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22000,06457-3834,SUV,8394123,Middletown
C_CND_003900,44754,Jalen,Male,850000,Saab-Belle Dodge,Mercury,Cougar,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26000,60504-7114,Hatchback,8074058,Aurora
C_CND_003901,44754,Jamal,Female,775000,Scrivener Performance Engineering,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,38701-8047,Sedan,6465851,Greenville
C_CND_003902,44754,Jamel,Male,850000,Star Enterprises Inc,Oldsmobile,Intrigue,DoubleÃ‚Â Overhead Camshaft,Auto,Red,39000,99301-3882,SUV,8844238,Pasco
C_CND_003903,44754,James,Male,705000,Suburban Ford,Pontiac,Sunfire,DoubleÃ‚Â Overhead Camshaft,Auto,Black,18000,53546-9427,Sedan,8115307,Janesville
C_CND_003904,44754,Maya,Male,1955000,Diehl Motor CO Inc,Saturn,LS,DoubleÃ‚Â Overhead Camshaft,Auto,Red,24500,06457-3834,Sedan,8639003,Middletown
C_CND_003905,44754,Mckenzie,Male,1702000,Enterprise Rent A Car,Pontiac,Grand Am,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12200,60504-7114,SUV,8771231,Aurora
C_CND_003906,44754,Megan,Male,500000,Gartner Buick Hyundai Saab,Mercury,Villager,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16000,38701-8047,Passenger,8571119,Greenville
C_CND_003907,44754,Melanie,Male,3399000,Hatfield Volkswagen,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24900,99301-3882,Sedan,8406205,Pasco
C_CND_003908,44754,Jazmin,Male,4802500,Rabun Used Car Sales,Ford,Ranger,Overhead Camshaft,Manual,Black,25251,85257-3102,Hardtop,8643944,Scottsdale
C_CND_003909,44754,Melina,Male,3900000,McKinney Dodge Chrysler Jeep,Mercedes-B,E-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,31000,85257-3102,Sedan,8032706,Scottsdale
C_CND_003910,44754,Melissa,Male,13500,Motor Vehicle Branch Office,Volkswagen,Cabrio,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16000,78758-7841,Sedan,6314629,Austin
C_CND_003911,44754,Melody,Male,697000,Nebo Chevrolet,Ford,Contour,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,62000,06457-3834,Sedan,7834133,Middletown
C_CND_003912,44754,Scarlett,Male,1665000,Iceberg Rentals,Saturn,SC,DoubleÃ‚Â Overhead Camshaft,Auto,Black,33500,53546-9427,Hatchback,6392062,Janesville
C_CND_003913,44754,Selena,Male,13500,McKinney Dodge Chrysler Jeep,Cadillac,Escalade,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,38000,85257-3102,Sedan,6885194,Scottsdale
C_CND_003914,44754,Serenity,Male,323000,Motor Vehicle Branch Office,Chrysler,300M,DoubleÃ‚Â Overhead Camshaft,Auto,Red,16000,78758-7841,SUV,6558659,Austin
C_CND_003915,44754,Sherlyn,Male,550000,Nebo Chevrolet,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71000,06457-3834,Passenger,8344037,Middletown
C_CND_003916,44754,Shirley,Female,1220000,New Castle Ford Lincoln Mercury,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26000,60504-7114,Sedan,6352262,Aurora
C_CND_003917,44754,Sienna,Male,638000,Pars Auto Sales,Toyota,Land Cruiser,DoubleÃ‚Â Overhead Camshaft,Auto,Black,21001,38701-8047,SUV,7064305,Greenville
C_CND_003918,44754,Skyla,Male,131000,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Century,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,17000,99301-3882,Hatchback,8006697,Pasco
C_CND_003919,44754,Skylar,Male,13500,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,53546-9427,Sedan,6691456,Janesville
C_CND_003920,44754,Mathilde,Male,950000,Diehl Motor CO Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,06457-3834,Hardtop,7772928,Middletown
C_CND_003921,44754,Nicolas,Female,502000,Race Car Help,BMW,528i,Overhead Camshaft,Manual,Pale White,16000,78758-7841,SUV,7627943,Austin
C_CND_003922,44754,Anais,Male,727000,Ryder Truck Rental and Leasing,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,7658225,Middletown
C_CND_003923,44754,Alexis,Male,707500,Saab-Belle Dodge,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,15500,60504-7114,Hatchback,7374331,Aurora
C_CND_003924,44754,Sephora,Male,680000,Motor Vehicle Branch Office,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,78758-7841,Hardtop,6584902,Austin
